Id,SalePrice
1461,128959.49172585447
1462,122920.74024358763
1463,175704.8259810151
1464,200050.83263755133
1465,182075.4698640504
1466,172318.33397533317
1467,191064.6216419973
1468,165488.55901670654
1469,193158.99133191459
1470,116214.02546461688
1471,197517.34136405733
1472,110496.8693055044
1473,104627.95860388465
1474,160048.6185949667
1475,121950.25886406712
1476,346510.3457153696
1477,247172.1860445228
1478,268659.6426124154
1479,258557.8024989755
1480,480282.13818434114
1481,297738.1126855944
1482,199447.03903568428
1483,167917.03353739373
1484,161980.8733116992
1485,184049.47599012763
1486,197557.6101541121
1487,314256.1794824566
1488,244381.740247403
1489,184648.63919222486
1490,224171.3826712142
1491,190714.8913170762
1492,96982.00803374121
1493,210802.30187743806
1494,287432.0009488413
1495,285191.59453854663
1496,216516.07612406035
1497,166723.89459543052
1498,150726.29289540355
1499,156209.5431940777
1500,144994.90430562824
1501,153092.73886561146
1502,147212.1663315076
1503,299097.6137791442
1504,236840.31410658488
1505,219194.3916499593
1506,191403.85977973958
1507,256890.33162740443
1508,194506.05085758655
1509,157827.25669153404
1510,136401.36847710755
1511,142441.65245517142
1512,173597.81526881832
1513,111990.19829000212
1514,159520.61473328166
1515,200709.88171710243
1516,153270.52036109942
1517,166744.5204769975
1518,134265.77513055204
1519,217613.48012550833
1520,122512.45217043353
1521,122515.64286514655
1522,178665.2041580277
1523,99016.10938953297
1524,113643.38044583678
1525,118923.28259326563
1526,105704.43307412422
1527,99693.75709335065
1528,150561.42329534245
1529,138051.25210715394
1530,218293.49297121807
1531,109960.9763124087
1532,107665.60135025885
1533,150931.4827579255
1534,127051.70663286991
1535,156245.2986650021
1536,112500.54669259404
1537,72812.86583080202
1538,170432.5548918863
1539,183898.1584938664
1540,94789.629519696
1541,141845.60516119245
1542,141621.81167009048
1543,185697.28371906496
1544,92467.63962510091
1545,123174.67038044211
1546,135711.7593644333
1547,139412.9758079571
1548,138285.05681792786
1549,120309.48961416907
1550,126816.00983878777
1551,123457.75111783388
1552,135736.2351957194
1553,140872.3817723251
1554,123317.03025569583
1555,160388.01251501005
1556,90697.88542309222
1557,97366.43493273275
1558,101610.80237505405
1559,78048.48869029075
1560,127459.17227079802
1561,117926.20895573088
1562,130869.43147794514
1563,113964.82897554811
1564,165018.67307491472
1565,150015.55373235297
1566,252665.92883972186
1567,80778.81841562482
1568,210714.24590212465
1569,115683.97212734929
1570,142576.0556798282
1571,118206.00874942566
1572,143482.42505778486
1573,254609.80316798785
1574,114167.93922303797
1575,228467.54814358088
1576,258164.2366436636
1577,180114.8564518238
1578,132962.3435619185
1579,136819.18587523725
1580,201152.75444358878
1581,155783.90651606838
1582,125995.59714149171
1583,333838.2759842445
1584,227943.9911599208
1585,139710.54854522028
1586,80689.0788082682
1587,105633.65938396759
1588,146423.67211373668
1589,104361.30402119165
1590,141790.19183526377
1591,87354.25750998629
1592,118500.2581853973
1593,127969.54141908074
1594,123893.74138118034
1595,93045.12064179034
1596,209794.76445815194
1597,164448.0399696016
1598,189587.79605352317
1599,184933.92953291375
1600,175229.51072664122
1601,69167.80114454843
1602,115445.32541506574
1603,91469.20966340927
1604,246743.4699861943
1605,259079.0565412254
1606,178260.73168125463
1607,188518.56111552074
1608,210686.52612356454
1609,188784.03503517437
1610,146716.42030333428
1611,141275.3773284545
1612,164914.96252050655
1613,172724.6786644301
1614,132034.72288329934
1615,99376.90070496357
1616,82746.70845843885
1617,103544.00535346057
1618,126467.86400476353
1619,147329.55073014082
1620,166752.43107607416
1621,139473.577891419
1622,140353.98570793468
1623,284515.8846986536
1624,206746.58084669136
1625,118573.13960233383
1626,177071.86388467357
1627,192234.3388536577
1628,280925.6686830706
1629,176911.07187386573
1630,339985.44663718843
1631,196597.59653105744
1632,216974.20221517334
1633,175666.70502242842
1634,185410.63908834526
1635,176161.24745147722
1636,156618.19908946857
1637,190828.76322580568
1638,204436.98432991133
1639,191765.92723289868
1640,265907.810317338
1641,183496.33818981657
1642,221090.7965222378
1643,221588.12227397863
1644,230460.62899993948
1645,248616.09397151956
1646,168603.71678661465
1647,167379.75002720093
1648,129013.38450455098
1649,137520.99392371086
1650,120706.94341422881
1651,125922.94680383598
1652,111747.1874270958
1653,118198.377251065
1654,154049.51328263324
1655,148000.61072711996
1656,149448.90871569962
1657,153411.61699189385
1658,151240.309916069
1659,130859.38352655602
1660,144715.99834155786
1661,454734.36812527844
1662,384422.3886077147
1663,344564.0498622873
1664,548742.519158777
1665,282831.2655348856
1666,321190.1805013472
1667,342151.46105303534
1668,320505.30425574916
1669,281570.3147540077
1670,322877.48469430144
1671,251586.15686354862
1672,429720.721244737
1673,289297.9943978107
1674,243970.81122701283
1675,182344.81271304106
1676,185891.41481299684
1677,205928.78926073856
1678,475798.6841149937
1679,346368.1738664019
1680,299966.85352557385
1681,223550.80659892852
1682,284102.61234454747
1683,183103.30315055037
1684,189346.6685179692
1685,171726.14972837726
1686,170052.33697501672
1687,170891.95419825934
1688,192663.66262032586
1689,196092.20408081904
1690,201054.20135951653
1691,189603.76821970017
1692,258445.70591869322
1693,168410.5384269874
1694,181886.94016955516
1695,170911.3108554187
1696,274073.44574972783
1697,179608.70329192423
1698,369107.8659631736
1699,314495.82332548953
1700,245006.0788906142
1701,259272.72402294865
1702,247991.54316341097
1703,253081.55311201297
1704,284986.9786500659
1705,223756.04507991657
1706,443471.78242180124
1707,196249.3277336696
1708,194299.60124527826
1709,270841.2623454174
1710,213657.78740372034
1711,263729.80641522026
1712,256435.42260744763
1713,267631.39707279415
1714,215038.66564262196
1715,194308.780444589
1716,184350.12338846803
1717,177129.5715270345
1718,132444.57382063972
1719,196704.0031161652
1720,243519.4640182506
1721,174333.4417410919
1722,125216.11552881367
1723,159487.36923783514
1724,214499.11259585578
1725,227819.6697440553
1726,183906.09600500143
1727,149576.9816187142
1728,181150.6483614801
1729,165999.97584676862
1730,172370.85591740574
1731,118689.09260394503
1732,123905.27238480009
1733,113892.58090110523
1734,117668.31088685649
1735,136771.9572729795
1736,112360.34896073004
1737,397065.5822592149
1738,248846.31646279624
1739,275596.5147323571
1740,204040.3540408664
1741,179787.3113731848
1742,153279.9563751915
1743,170704.95975852993
1744,320243.105522978
1745,207684.25840628165
1746,199568.96132603637
1747,232902.69995384663
1748,228827.87042305665
1749,147854.02545774155
1750,138247.15110211444
1751,267204.2976971348
1752,114261.17712409046
1753,146403.0601131648
1754,215685.5901618409
1755,154256.8260752733
1756,133768.74675464138
1757,115143.74824449391
1758,140074.85278078562
1759,165021.82628163797
1760,171575.60074737697
1761,164354.00900919602
1762,178484.7798763383
1763,163554.51557660016
1764,108018.51433596264
1765,182220.61169829033
1766,201554.73153376408
1767,261183.5521392517
1768,136428.69427834003
1769,185558.25555605546
1770,157527.69213236982
1771,117904.07724462241
1772,124808.98456629437
1773,125322.43080375505
1774,132970.995367075
1775,135475.8415025405
1776,120263.09757561343
1777,104393.88539124235
1778,139437.30912367417
1779,112680.34365513486
1780,185828.53895386533
1781,119365.8961865055
1782,83371.40594481451
1783,142452.93025476276
1784,101831.38473232147
1785,109694.91453524404
1786,142595.61099920954
1787,160413.27621708793
1788,61916.67492029805
1789,102166.42721890385
1790,71139.20956653528
1791,208794.56174232616
1792,165651.43343217197
1793,146154.983008321
1794,168184.97986567
1795,127678.08344983422
1796,95399.76046798137
1797,137498.2066746485
1798,113384.02751254286
1799,109580.63309791475
1800,109256.31249617788
1801,120245.99208708073
1802,146952.75759461068
1803,146083.9234044169
1804,139301.29760093483
1805,142571.32607954257
1806,136082.12267619855
1807,143650.55541627886
1808,120403.40025935722
1809,114856.87431477183
1810,139621.21340997182
1811,89367.46636614163
1812,94160.4601742397
1813,126511.3382621449
1814,92466.98702660846
1815,61495.6749861775
1816,102043.72175138052
1817,99681.57981521083
1818,131893.5583123652
1819,123542.28491112255
1820,67736.27824854344
1821,115763.07830941702
1822,148406.8957761145
1823,56807.15714567809
1824,124019.3638814707
1825,127918.01261810391
1826,94618.50694009961
1827,104945.83415378991
1828,132625.2050526267
1829,131958.42565299044
1830,142879.54718808102
1831,157852.00864507223
1832,90460.7054500352
1833,139123.23298151675
1834,125439.75100156452
1835,124218.62475427591
1836,125460.895495045
1837,94307.27442989455
1838,132224.23602148434
1839,104120.65954090132
1840,142107.6577223964
1841,131395.97982427868
1842,89478.91181789659
1843,138188.15019675303
1844,129494.66696450484
1845,134819.18651469285
1846,144883.61877044913
1847,141339.93230880485
1848,54877.392722235265
1849,107082.6223494378
1850,112762.70209376872
1851,144294.93957838695
1852,123632.70448527677
1853,124030.36604502898
1854,170149.98390332976
1855,149631.02553647937
1856,229274.8786465224
1857,127486.4140103385
1858,139271.79716338805
1859,117101.88386583794
1860,161006.36609905935
1861,116626.40944242942
1862,336671.8683931391
1863,333895.0875905821
1864,333971.0844187589
1865,349453.0913618385
1866,314841.79364752973
1867,237652.44032418705
1868,288854.1991160796
1869,215064.41969971368
1870,227022.17263091612
1871,240889.83802607737
1872,171186.8454558057
1873,225342.21572171443
1874,152653.0248014813
1875,197635.2006184617
1876,196215.81602629856
1877,211453.66702681966
1878,207483.19883038258
1879,118800.00268063608
1880,140590.1187740785
1881,256188.01066252205
1882,244891.01127058713
1883,182781.12751886476
1884,197927.02296586876
1885,237140.40739358045
1886,273052.9259769188
1887,221584.55264869775
1888,298557.2255392366
1889,167298.519140728
1890,120295.229271109
1891,139969.91328667145
1892,97673.8888494969
1893,125806.57357050467
1894,120494.77460257652
1895,134605.9237930871
1896,124768.46388045244
1897,119356.26826320695
1898,119804.73102343759
1899,146485.0396092708
1900,143942.86497669978
1901,154712.0153282705
1902,128230.69775087007
1903,209612.7280800949
1904,131295.61219728497
1905,182764.84481135508
1906,161757.14057309675
1907,187870.20624731088
1908,132976.5718494641
1909,151278.63481594305
1910,140635.5681946917
1911,190543.69612785432
1912,330531.2445549902
1913,141688.47682116093
1914,80157.84028134285
1915,261012.67532339407
1916,60293.11193894603
1917,258514.87877383927
